durasi_rencana_hari,panjang_deskripsi_kata,jumlah_tag,prioritas_tinggi,adalah_bug,sedang_blocked,jumlah_komentar,beban_kerja_assignee,bulan_dibuat,tim,peran_assignee,status_proyek,terlambat,prediksi_probabilitas
27.0,20,1,0,0,0,1,0,7,Team 16,Marketer,active,0,0.058235833458846205
30.0,7,1,0,0,0,0,0,10,Team 15,Designer,active,0,0.052410711546866065
71.0,17,0,0,0,0,1,0,9,Team 12,Marketer,on_hold,0,0.05641891708686142
5.0,0,1,0,0,0,0,1,8,Team 0,Product Manager,completed,0,0.12332400242901652
84.0,21,2,0,0,0,3,2,12,Team 0,Designer,on_hold,0,0.049565980706926416
5.0,4,2,0,0,0,0,1,5,Team 5,Designer,active,0,0.1174575380307861
71.0,22,0,0,0,0,0,1,6,Team 17,Marketer,active,0,0.05469880604560266
87.0,7,1,0,0,0,0,0,2,Team 10,Engineer,completed,0,0.05093057545437804
19.0,0,3,0,0,0,0,1,1,Team 14,Engineer,active,0,0.04936371049021266
15.0,23,1,0,0,0,2,1,6,Team 16,Ops,active,0,0.05551916319088864
84.0,3,0,0,0,0,0,0,7,Team 15,Product Manager,completed,0,0.05520137577382413
28.0,28,1,0,1,0,1,0,11,Team 5,Marketer,active,0,0.05616001940851175
18.0,0,2,0,0,0,2,0,3,Team 15,Ops,active,0,0.05427757462477647
35.0,11,1,0,0,0,1,0,7,Team 3,Product Manager,active,0,0.05122422726616854
49.0,5,4,0,0,0,4,2,7,Team 16,Designer,active,0,0.05135999426390237
29.0,7,0,0,0,0,4,1,6,Team 2,Marketer,completed,0,0.05877495995549788
20.0,20,2,0,0,0,4,0,6,Team 0,Designer,completed,0,0.06736216123505194
6.0,0,1,0,0,0,0,1,6,Team 0,Product Manager,completed,0,0.05753710255721334
28.0,27,1,0,0,0,0,0,9,Team 12,Marketer,active,0,0.051033978742377556
89.0,26,3,0,1,0,4,1,10,Team 6,Designer,completed,0,0.05627578897400697
2.0,26,0,0,0,0,0,1,4,Team 9,Ops,completed,1,0.5051609160844531
17.0,5,1,0,0,0,3,1,10,Team 17,Marketer,active,0,0.05393176345382101
84.0,6,1,0,0,0,0,2,9,Team 11,Designer,completed,0,0.05357710630057396
56.0,3,2,0,0,1,0,0,8,Team 4,Engineer,active,0,0.05719607478606581
66.0,21,0,0,0,0,4,1,7,Team 8,Designer,active,0,0.06292835763693241
4.0,12,4,1,0,1,2,0,9,Team 11,Product Manager,active,0,0.13398268324839427
4.0,0,1,0,0,0,0,0,2,Team 16,Product Manager,completed,1,0.17530612566419077
60.0,17,1,0,0,0,3,0,6,Team 4,Marketer,active,0,0.05556665538565092
-6.044803240740741,0,1,0,0,0,4,2,12,Team 19,Marketer,active,1,0.6836722549783691
1.0,9,0,0,0,0,2,3,12,Team 19,Marketer,active,1,0.6480500505587681
36.0,5,3,1,0,0,0,0,4,Team 11,Spesialis Lainnya,active,0,0.04262464966242004
21.0,4,1,0,0,0,1,1,10,Team 3,Engineer,active,0,0.0525699849348439
84.0,20,1,0,0,0,0,1,6,Team 4,Designer,on_hold,0,0.05599180772386567
5.0,21,1,0,0,0,0,1,10,Team 14,Ops,active,0,0.11997560096140203
-27.45334490740741,0,2,0,0,0,1,1,4,Team 15,Designer,active,1,0.6952517248287858
37.0,0,0,0,0,0,3,0,10,Team 10,Spesialis Lainnya,active,0,0.04868438865448523
27.0,0,3,0,1,0,4,1,10,Team 18,Ops,active,0,0.06036982393101771
43.0,5,1,0,1,0,2,0,10,Team 0,Product Manager,completed,0,0.05420549892887416
-67.83752314814815,3,1,0,0,0,1,0,10,Team 0,Ops,active,1,0.6570899807349677
3.0,27,2,0,1,0,3,1,11,Team 19,Product Manager,active,0,0.2335671869832928
23.0,7,1,0,0,0,1,0,4,Team 6,Engineer,on_hold,0,0.04723970393816568
18.0,6,2,0,0,0,3,1,12,Team 19,Designer,completed,0,0.05912250083621649
29.0,8,2,0,1,0,0,0,4,Team 9,Ops,completed,0,0.05207534405414609
3.0,0,1,0,1,0,4,0,3,Team 10,Product Manager,active,1,0.1511646421182639
15.0,26,0,0,0,0,1,1,9,Team 16,Ops,active,0,0.05946410276994918
32.0,7,0,0,0,0,4,1,9,Team 11,Marketer,active,0,0.05125085078759968
45.0,10,1,0,0,0,0,3,12,Team 16,Ops,completed,0,0.06727766661908985
60.0,28,0,0,0,0,0,2,1,Team 2,Product Manager,on_hold,0,0.05744613718397405
13.0,6,1,1,0,0,1,0,10,Team 8,Designer,active,0,0.06158444328876463
14.0,0,0,0,0,0,0,0,5,Team 10,Ops,active,0,0.0527590580994339
15.0,7,0,0,0,0,0,1,6,Team 16,Ops,active,0,0.0606120799492845
10.0,30,0,0,0,0,2,0,3,Team 17,Engineer,active,0,0.05225855448477727
10.0,6,1,0,0,0,0,0,2,Team 16,Designer,active,0,0.05277696401570098
25.0,0,0,0,0,0,2,1,11,Team 0,Marketer,active,0,0.05104691339256569
-10.736296296296295,0,2,0,0,0,4,0,5,Team 14,Ops,active,1,0.6738344519913171
7.0,7,2,1,0,0,0,0,11,Team 11,Designer,active,0,0.0572024462031938
9.0,7,1,0,0,0,4,2,10,Team 2,Designer,active,0,0.05329073663768701
7.0,0,3,0,0,0,4,0,10,Team 0,Spesialis Lainnya,active,0,0.06389952822208517
8.0,28,0,0,0,0,2,1,11,Team 6,Engineer,active,0,0.058131252422040564
42.0,31,1,0,0,0,0,3,9,Team 15,Ops,active,0,0.05925497078708824
35.0,13,1,0,0,0,0,1,5,Team 13,Engineer,active,0,0.05882767135157698
12.0,26,1,0,0,0,0,0,3,Team 2,Product Manager,completed,0,0.056032629309817554
-36.90773148148149,11,1,0,0,0,2,1,12,Team 12,Ops,active,1,0.6948833967732643
86.0,10,0,0,0,0,0,0,12,Team 12,Product Manager,completed,0,0.053067220445198494
65.0,9,1,0,0,0,0,0,11,Team 0,Marketer,on_hold,0,0.050078779026587354
7.0,0,1,0,0,0,1,2,1,Team 16,Product Manager,active,0,0.06377653467352784
19.0,0,3,0,0,0,0,0,6,Team 17,Designer,completed,0,0.05022246218063355
14.0,28,1,0,0,0,0,0,9,Team 13,Product Manager,completed,0,0.052703942659524064
1.0,11,1,0,0,0,1,2,11,Team 0,Ops,active,1,0.6303597993835548
29.0,0,1,0,0,0,0,6,10,Team 16,Engineer,active,0,0.21648361086730014
20.0,18,1,0,0,0,3,0,2,Team 5,Marketer,active,0,0.053777242921045576
25.0,23,2,0,0,0,0,0,1,Team 13,Spesialis Lainnya,completed,0,0.04889449363683114
3.0,22,1,0,0,0,2,0,3,Team 10,Designer,active,0,0.14137154334712013
7.0,17,1,0,0,0,3,0,10,Team 16,Designer,completed,0,0.06814812188661024
-8.59900462962963,22,4,0,0,0,4,3,8,Team 19,Marketer,active,1,0.6719212027936351
68.0,0,0,0,0,0,3,0,3,Team 3,Marketer,completed,0,0.05353121182428508
20.0,0,2,0,0,0,3,1,6,Team 9,Engineer,active,0,0.048217280926594136
20.0,9,4,0,0,0,2,1,9,Team 17,Engineer,active,0,0.053146588168673715
58.0,21,0,0,0,0,2,2,1,Team 14,Ops,active,0,0.055110869020522354
7.0,5,1,0,0,0,0,0,8,Team 11,Designer,active,0,0.05632156051728799
4.0,0,3,0,0,0,2,0,7,Team 16,Marketer,active,0,0.16185097678801122
26.0,28,1,0,0,0,0,0,3,Team 7,Marketer,completed,0,0.052495805452265565
22.0,0,0,0,0,0,0,0,2,Team 12,Ops,completed,0,0.048206472908592035
1.0,17,1,0,0,1,0,0,1,Team 5,Marketer,active,0,0.672684215485457
30.0,5,4,0,0,0,0,0,6,Team 8,Designer,active,0,0.05659434583815417
7.0,27,1,0,0,0,4,1,12,Team 4,Designer,completed,0,0.07194891434911539
8.0,30,2,0,0,0,1,1,10,Team 4,Engineer,active,0,0.06095543639556293
28.0,3,0,0,0,0,3,0,5,Team 3,Product Manager,active,0,0.05016650760009482
8.0,28,2,0,0,0,0,1,11,Team 6,Marketer,on_hold,0,0.05422393409319202
79.0,15,2,0,0,1,0,1,1,Team 10,Ops,active,0,0.058738563774981586
29.0,27,1,0,0,0,0,0,10,Team 2,Product Manager,active,0,0.05607425584148122
6.0,13,0,0,0,0,0,0,9,Team 19,Spesialis Lainnya,on_hold,0,0.06894095408768791
6.0,0,3,0,0,1,0,0,11,Team 17,Spesialis Lainnya,active,0,0.06069558412669379
2.0,25,1,0,0,0,0,0,8,Team 0,Engineer,completed,0,0.5177546361169388
20.0,0,1,0,0,0,1,0,7,Team 10,Marketer,completed,0,0.04674728034788702
14.0,0,1,0,0,0,1,0,6,Team 11,Designer,active,0,0.045580767216943596
9.0,7,4,0,0,1,1,0,5,Team 3,Spesialis Lainnya,active,0,0.05746390664367592
1.0,27,0,0,0,0,0,0,7,Team 19,Spesialis Lainnya,active,1,0.6320486984426757
3.0,7,0,0,0,0,0,0,3,Team 7,Marketer,completed,0,0.18859522949406535
37.0,4,0,0,0,0,0,2,7,Team 10,Marketer,active,0,0.044559619732480946
9.0,24,0,0,0,0,3,0,12,Team 5,Marketer,active,1,0.06653074918678127
79.0,0,2,1,0,0,3,1,11,Team 8,Ops,active,0,0.058821109805276064
26.0,0,2,0,0,0,4,0,2,Team 15,Marketer,active,0,0.04945943828854142
4.0,5,2,0,0,0,1,0,1,Team 1,Spesialis Lainnya,active,0,0.13199481208776984
15.0,4,0,0,0,0,3,0,8,Team 9,Marketer,on_hold,0,0.05790216302284976
51.0,7,0,0,0,0,3,2,11,Team 9,Designer,active,0,0.052044117840406606
3.0,31,1,0,0,0,0,0,10,Team 1,Designer,active,1,0.17514251998581196
2.0,29,1,0,0,0,0,5,10,Team 3,Marketer,active,0,0.5306515038222284
3.0,6,1,0,0,0,2,0,3,Team 7,Spesialis Lainnya,active,1,0.15678563373922982
58.0,7,1,0,0,0,3,3,8,Team 10,Marketer,active,0,0.047723426939870604
25.0,15,0,0,0,0,2,0,9,Team 11,Spesialis Lainnya,active,0,0.05011816279921505
40.0,7,0,0,0,0,0,1,6,Team 10,Marketer,completed,0,0.05227643286322245
79.0,27,1,0,0,1,4,2,12,Team 2,Product Manager,completed,0,0.0536984485364598
81.0,27,3,0,0,0,0,2,12,Team 6,Designer,active,0,0.04845860428678248
14.0,0,0,0,0,0,0,0,4,Team 5,Spesialis Lainnya,active,0,0.04466116726566199
29.0,7,3,0,0,1,4,0,6,Team 14,Designer,completed,0,0.05516078397610313
57.0,24,1,0,0,0,1,0,12,Team 16,Spesialis Lainnya,completed,0,0.05771293590984309
4.0,33,0,0,0,0,4,1,7,Team 11,Engineer,active,0,0.17449896642760826
73.0,23,2,0,0,0,0,3,11,Team 11,Marketer,active,0,0.05824904103016777
1.0,5,0,0,0,0,3,0,2,Team 0,Marketer,active,1,0.6338481323437726
70.0,24,1,0,0,0,4,0,5,Team 0,Ops,active,0,0.0603798234927559
23.0,4,0,0,0,0,0,3,1,Team 6,Designer,completed,0,0.04390021009774111
6.0,28,0,0,0,0,3,1,10,Team 4,Marketer,active,0,0.08922029803383753
45.0,0,0,0,0,0,0,1,2,Team 4,Engineer,completed,0,0.05872389818410722
66.0,27,1,0,0,0,3,0,4,Team 12,Product Manager,active,0,0.04935676092530773
14.0,21,3,0,1,0,0,1,6,Team 1,Engineer,active,0,0.05509307034170478
6.0,11,1,0,0,0,4,0,5,Team 14,Designer,active,0,0.07439579975639908
76.0,11,1,0,0,0,0,0,8,Team 2,Product Manager,completed,0,0.056137798275166566
10.0,0,2,0,0,0,4,0,5,Team 4,Ops,active,0,0.05624888239565736
-53.76108796296296,11,3,0,0,0,1,1,1,Team 18,Designer,active,1,0.6503421035849151
12.0,0,4,0,1,0,2,2,7,Team 6,Designer,active,0,0.050954422024957424
9.0,18,1,0,0,0,2,0,12,Team 16,Ops,active,0,0.06437477070447938
5.0,6,0,0,0,0,2,0,6,Team 2,Product Manager,active,1,0.13574649057245036
5.0,5,1,0,0,0,0,0,6,Team 9,Product Manager,completed,0,0.1323590768806108
64.0,20,1,0,0,0,0,1,5,Team 9,Marketer,active,0,0.05986957253847853
51.0,0,4,0,1,1,2,0,10,Team 11,Spesialis Lainnya,active,0,0.044857475361580884
80.0,14,2,0,0,0,3,2,8,Team 14,Designer,active,0,0.054560730251444506
51.0,15,1,0,0,0,2,0,1,Team 14,Marketer,active,0,0.05618684868751571
49.0,3,1,0,0,0,1,0,8,Team 17,Designer,active,0,0.05192897970873058
79.0,4,2,0,0,0,2,0,2,Team 1,Product Manager,completed,0,0.051704371169581605
1.0,8,2,0,0,0,0,1,6,Team 0,Ops,completed,1,0.6193228751578777
73.0,31,1,0,0,1,0,0,4,Team 19,Marketer,active,0,0.07014875639478878
1.0,0,2,0,1,0,0,2,5,Team 7,Product Manager,active,0,0.6369654761953071
60.0,27,3,0,1,0,3,0,4,Team 10,Product Manager,active,0,0.04562759748734768
14.0,16,3,0,0,0,3,1,5,Team 10,Ops,on_hold,0,0.05492274660904851
15.0,10,1,0,0,1,0,0,9,Team 13,Product Manager,active,0,0.053559661164030166
2.0,26,0,0,0,0,0,0,8,Team 6,Product Manager,active,1,0.4969734449591047
42.0,0,2,0,0,1,4,0,7,Team 2,Marketer,on_hold,0,0.05536268106585895
3.0,23,1,0,0,0,2,0,9,Team 9,Ops,active,0,0.1750692312442883
13.0,5,0,0,0,0,0,0,7,Team 16,Ops,active,0,0.06164889049630972
10.0,12,4,0,0,1,0,3,12,Team 18,Product Manager,active,1,0.05422318444032565
28.0,12,1,0,0,0,0,2,8,Team 12,Marketer,on_hold,0,0.06362378042323945
22.0,6,1,0,0,0,0,0,6,Team 16,Product Manager,active,0,0.05581348071221312
14.0,10,1,0,0,0,0,2,10,Team 11,Designer,active,0,0.05402713584541947
3.0,0,1,0,0,0,1,0,3,Team 11,Designer,active,0,0.14620259679375447
29.0,4,2,1,0,0,4,0,4,Team 4,Ops,active,0,0.06825067574495049
9.0,6,0,0,0,0,1,0,1,Team 4,Product Manager,active,0,0.05695174711517736
-50.17630787037037,7,1,0,0,0,1,0,1,Team 5,Engineer,active,1,0.6517529624993126
62.0,10,1,0,0,0,4,0,7,Team 19,Marketer,on_hold,0,0.062466301398624996
17.0,27,1,0,0,0,1,0,8,Team 5,Engineer,active,0,0.05503579451886775
12.0,11,3,0,0,0,0,1,6,Team 2,Marketer,completed,0,0.06063895827192308
4.0,6,0,0,0,0,0,0,1,Team 10,Engineer,completed,0,0.13306197761751887
-22.16943287037037,31,3,0,0,0,0,1,5,Team 8,Ops,active,1,0.6466992647840383
6.0,12,1,0,0,0,2,2,4,Team 3,Designer,active,0,0.07742449868212659
10.0,0,0,0,0,0,0,0,4,Team 16,Ops,completed,0,0.06264139311857503
61.0,11,0,0,0,0,0,3,10,Team 18,Designer,active,0,0.057417370949718945
25.0,0,4,1,0,0,1,3,1,Team 3,Ops,on_hold,0,0.0580283494963584
20.0,5,2,0,0,0,0,0,2,Team 17,Engineer,active,0,0.05134593940000996
14.0,26,1,0,0,0,2,0,6,Team 8,Spesialis Lainnya,active,0,0.0513047193548904
33.0,8,2,0,0,0,4,0,8,Team 4,Engineer,active,0,0.05873283502824084
29.0,27,0,0,0,0,0,0,10,Team 4,Ops,completed,0,0.06043780062173859
3.0,0,2,0,0,0,4,0,2,Team 8,Engineer,active,0,0.20502782412936674
16.0,6,0,0,0,0,4,1,8,Team 10,Product Manager,active,0,0.04949373998252668
3.0,28,2,0,0,0,0,0,1,Team 13,Designer,active,1,0.161016505116043
31.0,24,4,0,0,0,0,0,4,Team 17,Designer,active,0,0.05733867321325395
7.0,6,0,0,0,0,0,0,4,Team 7,Ops,active,0,0.06991841704967364
4.0,10,0,0,0,0,3,2,10,Team 3,Engineer,active,0,0.16016643967746955
23.0,12,1,0,0,0,0,0,3,Team 7,Designer,completed,0,0.055510376816261746
-0.0984953703703703,27,1,0,0,0,4,0,6,Team 7,Designer,active,1,0.7137058457932131
54.0,7,1,0,0,0,1,2,11,Team 17,Designer,on_hold,0,0.04838969694846276
25.0,27,2,0,1,0,0,1,10,Team 10,Ops,active,0,0.05248212120657783
7.0,27,1,1,0,0,1,0,7,Team 4,Marketer,active,0,0.060366598790414776
1.0,26,0,0,0,0,0,0,9,Team 6,Product Manager,completed,1,0.64843214039879
3.0,0,1,0,0,0,2,1,12,Team 19,Product Manager,completed,0,0.21309676403873573
5.0,11,2,0,0,0,0,0,2,Team 8,Product Manager,completed,0,0.15655444513442948
3.0,0,0,0,0,0,3,0,12,Team 3,Designer,active,0,0.1975304242413483
22.0,7,0,0,0,0,0,0,8,Team 12,Marketer,completed,0,0.05742220853222322
62.0,16,2,0,0,0,3,1,11,Team 9,Product Manager,completed,0,0.060137519447288595
22.0,0,1,0,0,0,0,1,4,Team 15,Marketer,active,0,0.049413366751367815
28.0,6,1,0,0,0,4,0,3,Team 9,Marketer,active,0,0.05012634869537153
8.0,0,0,0,0,0,0,1,6,Team 11,Designer,active,0,0.052139552684189606
11.0,0,1,0,0,0,2,0,6,Team 2,Designer,completed,0,0.051568100710235716
21.0,20,3,1,1,0,0,1,11,Team 19,Product Manager,completed,0,0.05467165409859744
4.0,0,1,0,1,0,2,1,9,Team 13,Product Manager,active,0,0.1492876991158608
7.0,26,3,1,0,0,4,0,1,Team 12,Spesialis Lainnya,active,0,0.06408484326729261
9.0,27,1,0,0,0,0,0,11,Team 4,Marketer,completed,0,0.05364825356305443
-18.79513888888889,29,1,0,0,0,3,3,10,Team 2,Marketer,active,1,0.6882784164133963
23.0,3,1,0,0,0,1,0,8,Team 3,Spesialis Lainnya,active,0,0.0535785540579669
1.0,7,2,0,0,1,0,1,8,Team 19,Designer,active,1,0.6582157021637901
12.0,8,0,0,0,0,3,1,4,Team 15,Ops,completed,0,0.06300407045744259
81.0,9,2,0,0,0,1,0,4,Team 19,Designer,on_hold,0,0.05062906035716223
81.0,28,3,0,1,0,0,1,12,Team 13,Ops,active,0,0.05733942362631711
24.0,4,2,1,0,0,0,0,12,Team 1,Marketer,active,0,0.05330713398246814
32.0,4,1,0,0,0,2,0,5,Team 16,Designer,active,0,0.05096227141064403
3.0,26,1,0,0,0,0,1,10,Team 0,Engineer,active,1,0.17191928480403296
84.0,26,1,0,0,0,1,0,3,Team 9,Engineer,active,0,0.05519287021372133
6.0,7,3,0,0,1,1,0,10,Team 3,Ops,active,0,0.07901235216532948
2.0,22,2,0,0,0,0,0,11,Team 0,Spesialis Lainnya,active,1,0.5025507243969485
6.0,3,2,0,0,0,4,2,12,Team 4,Ops,on_hold,0,0.07562984294165996
26.0,6,1,0,0,0,2,2,11,Team 13,Designer,active,0,0.050140274177299486
47.0,26,1,0,0,0,0,0,4,Team 12,Product Manager,completed,0,0.04990284225914946
19.0,5,1,0,0,0,1,0,11,Team 10,Spesialis Lainnya,active,0,0.04552830927708205
56.0,22,3,0,0,0,0,0,9,Team 17,Marketer,active,0,0.05708688563785511
15.0,16,1,0,0,0,0,0,1,Team 6,Product Manager,on_hold,0,0.04383337675003096
27.0,25,0,0,0,0,2,1,12,Team 3,Ops,completed,0,0.05585321231340863
15.0,28,3,0,0,0,3,0,1,Team 18,Spesialis Lainnya,active,0,0.056189102419940996
69.0,25,2,0,0,0,4,1,8,Team 17,Ops,active,0,0.05674141090324742
27.0,0,0,0,0,0,4,0,4,Team 1,Marketer,active,0,0.05247176644290907
89.0,0,0,0,0,0,4,1,5,Team 12,Engineer,active,0,0.05068868872356438
4.0,24,1,0,0,0,3,2,9,Team 7,Product Manager,active,1,0.17123074838652003
7.0,10,2,0,0,0,3,0,2,Team 17,Product Manager,active,0,0.06376908320745374
30.0,12,1,0,0,0,4,0,2,Team 2,Product Manager,active,0,0.058639619013296784
51.0,6,2,0,0,1,2,0,7,Team 5,Spesialis Lainnya,active,0,0.04764618805102319
13.0,6,1,0,0,0,1,0,6,Team 13,Product Manager,active,0,0.051428481041502175
5.0,28,0,0,0,0,0,0,11,Team 5,Spesialis Lainnya,active,1,0.10636650297263321
22.0,15,1,0,0,0,0,0,7,Team 1,Engineer,active,0,0.058018264740019004
24.0,25,2,0,0,0,4,0,1,Team 2,Ops,on_hold,0,0.05974516716643586
6.0,5,1,0,0,0,0,0,10,Team 13,Engineer,completed,0,0.0705713228683769
67.0,7,3,0,0,1,1,1,6,Team 11,Marketer,active,0,0.04894623089137715
24.0,0,0,0,0,0,2,0,2,Team 17,Ops,active,0,0.05526866116593882
13.0,0,0,0,0,0,0,0,11,Team 14,Ops,completed,0,0.052153862605227724
26.0,5,3,0,0,0,0,2,9,Team 12,Product Manager,on_hold,0,0.04953626999445575
7.0,28,1,0,0,0,0,0,4,Team 10,Marketer,active,0,0.06585944967847986
6.0,0,2,0,0,0,3,0,2,Team 8,Engineer,active,0,0.09599290714892435
23.0,14,0,0,0,0,0,2,8,Team 19,Marketer,active,0,0.06171202313076176
1.0,26,0,0,0,0,2,0,6,Team 19,Engineer,active,1,0.6563208245514859
20.0,23,1,0,0,1,3,0,9,Team 16,Engineer,active,0,0.058120693819808784
54.0,5,3,1,1,0,0,1,9,Team 13,Ops,active,0,0.054736300481948136
68.0,23,0,0,0,0,3,0,12,Team 16,Product Manager,completed,0,0.060878389013447665
12.0,21,1,1,0,0,2,3,1,Team 6,Ops,active,0,0.051753048950125294
64.0,8,2,0,0,0,1,1,12,Team 2,Product Manager,active,0,0.05961980457545663
19.0,5,2,0,0,1,0,3,12,Team 6,Product Manager,active,0,0.05237611698645827
44.0,4,1,0,0,0,0,0,5,Team 8,Product Manager,on_hold,0,0.05116763760181812
6.0,7,3,0,0,0,0,1,9,Team 14,Product Manager,active,0,0.07179779416824
63.0,29,1,0,0,0,2,2,10,Team 9,Ops,active,0,0.05274199553399992
89.0,24,1,0,0,0,3,0,10,Team 5,Spesialis Lainnya,active,0,0.05280154067767874
-2.1608449074074074,5,1,0,0,0,3,1,12,Team 16,Engineer,completed,1,0.6932140459554359
27.0,31,0,0,0,0,4,0,2,Team 16,Spesialis Lainnya,active,0,0.061503338658566095
17.0,22,4,0,1,0,0,1,10,Team 7,Product Manager,on_hold,0,0.04996303261715306
22.0,29,2,1,0,1,4,1,12,Team 19,Designer,on_hold,0,0.0621991488885447
-0.488912037037037,12,1,0,0,0,0,0,11,Team 1,Spesialis Lainnya,completed,1,0.6694733483278597
65.0,6,2,0,0,0,0,0,2,Team 15,Designer,on_hold,0,0.04610403069667994
2.0,8,2,0,0,1,3,0,3,Team 5,Marketer,active,1,0.5733624000158919
78.0,0,3,0,1,0,0,3,2,Team 7,Ops,completed,0,0.04490743736526374
41.0,24,1,0,0,0,0,0,4,Team 13,Engineer,completed,0,0.05568664352592838
8.0,11,3,1,0,0,4,1,9,Team 0,Marketer,on_hold,0,0.05925095131874217
-0.3432407407407407,8,2,0,0,0,0,1,7,Team 0,Designer,completed,1,0.6514129885405417
14.0,0,0,0,0,0,0,3,2,Team 11,Ops,active,0,0.05507923990288479
12.0,13,0,0,0,0,2,0,2,Team 10,Product Manager,active,0,0.057983170279651323
11.0,0,0,0,0,0,0,0,4,Team 10,Ops,completed,0,0.060493942339890645
4.0,5,0,0,0,0,0,0,12,Team 12,Spesialis Lainnya,completed,0,0.16076505242821054
82.0,16,2,1,0,0,4,2,11,Team 6,Product Manager,active,0,0.051700016066140886
3.0,25,0,0,0,0,1,1,10,Team 3,Engineer,active,0,0.17682194310927846
1.0,0,1,0,0,0,1,3,12,Team 16,Ops,completed,1,0.6811645280526641
52.0,7,1,0,0,0,1,0,3,Team 15,Designer,active,0,0.05439530861526642
63.0,30,0,0,0,0,1,0,10,Team 10,Spesialis Lainnya,active,0,0.045483961164191795
1.0,9,2,0,0,1,2,1,9,Team 7,Designer,active,0,0.6589610332341902
21.0,16,1,0,0,1,3,0,1,Team 14,Product Manager,active,0,0.054516288350501
17.0,14,0,0,0,0,0,1,12,Team 3,Marketer,completed,0,0.05752584007237844
43.0,27,3,1,0,0,4,3,12,Team 13,Ops,active,0,0.06283300942748989
1.0,25,3,0,0,0,2,0,3,Team 1,Engineer,active,1,0.6222181852113977
3.0,0,1,0,0,0,4,2,1,Team 2,Ops,active,0,0.18565189962189826
1.0,12,0,0,0,0,4,2,4,Team 14,Engineer,active,1,0.6151446074014199
3.0,28,2,1,0,0,3,0,4,Team 2,Spesialis Lainnya,active,0,0.189309683054549
43.0,29,1,0,0,0,0,3,2,Team 8,Ops,completed,0,0.056557877443017796
21.0,8,1,0,0,0,4,0,5,Team 10,Marketer,active,0,0.05145252856137303
5.0,6,1,0,0,0,0,0,4,Team 18,Spesialis Lainnya,completed,0,0.11591827782486294
-33.49050925925926,29,3,0,0,0,4,0,10,Team 18,Spesialis Lainnya,on_hold,1,0.6528995002722777
53.0,18,2,0,0,0,4,1,12,Team 19,Ops,completed,0,0.0680326630817376
20.0,30,1,0,0,0,1,0,3,Team 18,Spesialis Lainnya,active,0,0.04943395338834629
12.0,17,2,1,0,0,2,2,12,Team 12,Marketer,active,0,0.05547316148388776
13.0,22,1,0,0,0,3,1,9,Team 3,Engineer,active,0,0.05391946286800894
82.0,12,3,0,0,0,0,0,7,Team 16,Designer,active,0,0.05651291346130729
5.0,4,1,0,0,0,0,0,12,Team 12,Ops,active,0,0.1290375804893061
50.0,0,2,0,0,0,2,3,10,Team 4,Product Manager,active,0,0.05361020991692202
80.0,10,1,0,0,0,1,1,5,Team 16,Engineer,active,0,0.05753611455010063
70.0,10,0,0,0,0,4,2,4,Team 13,Engineer,active,0,0.06334459256432946
6.0,18,1,0,0,0,2,0,8,Team 5,Product Manager,completed,0,0.0821111533176929
14.0,3,1,0,0,0,0,2,1,Team 0,Engineer,active,0,0.054983466963062305
11.0,24,2,0,0,0,3,1,7,Team 7,Marketer,active,0,0.062432505851270685
20.0,7,2,0,0,0,1,1,12,Team 9,Ops,completed,0,0.054680105151906654
6.0,9,0,0,0,0,0,0,5,Team 2,Spesialis Lainnya,completed,0,0.07353019186372352
7.0,0,0,0,0,0,1,0,3,Team 7,Engineer,completed,0,0.0713461828113314
21.0,30,1,0,0,0,0,0,12,Team 18,Product Manager,active,0,0.05017638146654298
38.0,23,1,0,0,0,3,0,3,Team 2,Ops,active,0,0.05879412597193377
14.0,0,0,0,0,0,3,3,12,Team 2,Designer,active,0,0.05669833907658616
5.0,8,0,0,0,0,3,0,5,Team 14,Ops,active,0,0.13148232344156058
26.0,27,2,0,0,0,0,0,9,Team 16,Marketer,active,0,0.060140987121199745
12.0,7,1,0,0,0,3,2,5,Team 0,Designer,active,0,0.05475132844241393
74.0,5,0,0,0,0,0,3,9,Team 9,Designer,completed,0,0.05140362007310191
6.0,26,1,0,0,0,4,0,1,Team 6,Spesialis Lainnya,active,0,0.07264196067020215
22.0,0,1,1,0,0,4,0,9,Team 0,Spesialis Lainnya,active,0,0.06434132339818048
5.0,4,1,0,0,0,0,1,12,Team 9,Ops,completed,1,0.12710188242484916
19.0,0,1,0,0,0,3,0,1,Team 10,Spesialis Lainnya,on_hold,0,0.04777042770497588
5.0,23,3,1,0,0,1,0,9,Team 18,Engineer,completed,0,0.12032692207434285
23.0,0,0,0,0,0,2,0,4,Team 7,Ops,active,0,0.05715466042337816
84.0,7,1,0,0,0,0,0,10,Team 1,Ops,completed,0,0.05773997218833698
21.0,0,0,0,0,0,0,0,5,Team 13,Spesialis Lainnya,active,0,0.048179443521416475
7.0,0,0,0,0,0,1,3,11,Team 16,Ops,active,0,0.07600589392024486
89.0,0,4,1,0,0,1,0,12,Team 2,Marketer,completed,0,0.060617837466807614
43.0,27,0,0,0,0,2,1,4,Team 4,Engineer,active,0,0.061635667854398835
5.0,24,1,0,0,0,0,0,4,Team 16,Ops,active,0,0.12043274936237976
25.0,31,0,0,0,0,0,3,5,Team 12,Product Manager,active,0,0.059281427717083175
