ukuran_tim,durasi_rencana_hari,anggaran_juta,kompleksitas,pengalaman_tim_tahun,perubahan_requirement,keterlibatan_klien,risiko_teknologi,jumlah_stakeholder,turnover_tim_persen,ketersediaan_sumber_daya,metodologi,probabilitas_risiko_sintetis,estimasi_keterlambatan_hari,terlambat
37,344,817.8,5,7.6,5,4,3,10,8.4,3,Agile,0.39,6,1
8,358,529.3,2,4.3,9,1,3,20,11.9,3,Waterfall,0.64,31,1
39,37,435.1,4,6.9,3,2,2,5,7.0,3,Hybrid,0.336,16,1
26,280,928.2,5,8.6,4,5,1,4,4.0,5,Agile,0.006,0,0
27,364,363.4,2,2.9,6,3,5,12,15.3,4,Hybrid,0.794,34,1
6,286,631.8,2,8.0,2,3,3,14,4.0,2,Agile,0.252,0,0
26,108,212.9,5,0.9,2,1,3,20,0.0,4,Waterfall,0.984,55,1
30,286,291.9,2,1.2,2,1,3,10,3.0,3,Agile,0.931,23,1
25,65,501.8,3,3.0,3,5,2,5,10.1,2,Waterfall,0.703,8,1
6,191,460.5,3,0.8,2,5,4,12,4.1,1,Waterfall,0.927,17,1
22,240,460.1,3,6.0,0,1,2,7,10.2,1,Agile,0.217,0,0
38,183,855.8,2,2.6,3,3,3,5,16.8,2,Waterfall,0.924,25,1
30,265,879.5,4,3.6,4,4,5,3,16.6,5,Hybrid,0.809,1,1
8,110,690.4,4,3.7,5,5,2,15,6.7,3,Agile,0.241,0,0
39,233,353.8,2,3.0,5,3,4,14,1.6,3,Agile,0.816,0,0
39,246,567.3,3,2.1,3,5,4,5,7.4,2,Waterfall,0.825,19,1
9,242,1358.6,1,5.8,6,1,1,12,17.2,2,Waterfall,0.333,0,0
33,127,1672.3,2,2.5,9,1,4,18,19.1,4,Agile,0.879,35,1
18,132,932.5,5,3.6,6,3,5,17,14.8,1,Waterfall,0.983,48,1
25,116,360.7,3,5.1,3,2,2,10,21.6,4,Agile,0.742,12,1
19,185,569.7,4,8.5,2,4,5,3,25.8,5,Agile,0.023,0,0
32,226,669.0,5,8.1,6,2,1,14,8.1,5,Waterfall,0.747,12,1
40,151,621.9,4,2.7,8,3,1,11,23.9,2,Agile,0.885,27,1
33,167,978.7,4,2.0,1,3,5,19,9.9,5,Waterfall,0.943,31,1
38,126,838.1,4,9.7,4,5,5,12,20.2,2,Waterfall,0.291,0,0
38,103,351.1,3,2.5,8,1,4,16,17.7,2,Agile,0.99,42,1
6,250,440.3,4,5.6,4,3,4,12,0.0,2,Waterfall,0.711,22,1
12,304,930.7,2,0.7,2,2,2,12,4.3,1,Waterfall,0.318,0,0
30,127,1121.9,5,0.4,0,1,3,8,2.2,2,Agile,0.96,30,1
25,319,672.9,1,4.1,3,5,3,9,0.0,5,Agile,0.014,0,0
4,221,1187.9,5,3.3,2,5,1,7,19.0,4,Hybrid,0.152,1,1
6,86,637.0,5,6.6,6,1,3,10,28.6,2,Hybrid,0.622,0,0
22,152,382.0,1,2.1,1,4,1,20,9.9,2,Agile,0.057,0,0
26,32,802.5,4,4.9,4,4,1,8,18.8,2,Agile,0.179,0,0
9,43,2029.9,5,6.4,2,4,1,10,23.9,1,Agile,0.053,0,0
9,142,312.1,3,2.2,3,3,1,19,13.7,1,Waterfall,0.646,24,1
7,182,1166.6,2,3.0,4,2,1,4,11.8,5,Hybrid,0.12,0,0
24,297,781.3,5,1.5,10,1,5,6,10.0,4,Agile,0.958,61,1
3,75,427.4,3,6.8,7,1,5,11,16.3,4,Waterfall,0.762,35,1
24,311,215.5,1,5.8,6,1,3,9,19.0,2,Agile,0.629,34,1
21,108,174.6,2,6.1,9,3,2,8,15.7,5,Agile,0.045,0,0
20,76,459.7,4,3.3,3,1,1,16,15.4,1,Agile,0.694,0,0
28,265,721.9,3,5.7,5,4,5,11,11.6,5,Waterfall,0.663,0,0
22,290,898.7,2,3.5,6,4,4,8,0.0,3,Hybrid,0.22,1,1
30,233,997.1,4,10.8,3,2,4,11,19.2,2,Waterfall,0.386,0,0
32,68,691.8,1,3.9,3,1,3,18,1.7,4,Hybrid,0.42,2,1
37,68,641.7,2,7.8,5,3,1,20,17.0,3,Agile,0.036,0,0
33,161,509.9,3,3.3,2,5,4,6,18.0,2,Hybrid,0.622,10,1
22,181,730.2,1,9.4,4,2,3,2,2.9,4,Hybrid,0.032,0,0
21,365,430.7,2,2.0,2,5,2,2,7.1,4,Agile,0.067,0,0
11,126,320.4,5,5.3,2,2,2,10,29.0,4,Hybrid,0.576,4,1
25,94,622.9,5,2.3,6,1,1,13,11.4,3,Waterfall,0.988,40,1
8,347,866.5,5,4.7,3,4,5,2,2.2,2,Waterfall,0.503,0,0
38,81,286.9,2,2.5,3,5,1,11,18.4,3,Agile,0.419,0,0
35,38,459.7,1,3.9,3,5,5,9,5.8,5,Agile,0.041,0,0
7,172,611.9,5,2.8,4,5,5,19,0.0,2,Waterfall,0.9,0,0
32,164,605.8,2,6.2,3,1,1,13,16.2,5,Agile,0.14,0,0
7,238,771.5,4,5.5,5,1,4,10,4.7,1,Hybrid,0.258,0,0
30,324,1340.0,1,2.3,1,3,1,13,14.6,1,Hybrid,0.167,0,0
6,343,175.4,4,2.2,6,5,5,4,5.5,2,Waterfall,0.976,60,1
21,127,1369.0,3,1.9,5,5,3,11,17.7,1,Agile,0.611,17,1
27,359,1311.3,5,1.6,3,2,1,8,13.5,5,Waterfall,0.643,0,0
30,242,905.8,1,6.5,3,2,4,5,0.0,2,Waterfall,0.07,0,0
18,53,667.0,3,1.8,6,4,4,9,15.1,1,Hybrid,0.932,15,1
38,345,434.9,5,5.0,4,5,5,14,9.7,4,Hybrid,0.79,21,1
32,76,900.6,2,2.6,4,1,3,13,23.3,5,Waterfall,0.796,22,1
10,227,683.4,4,7.6,4,5,5,20,15.2,5,Waterfall,0.372,30,1
28,295,515.3,1,12.6,4,5,4,7,18.0,1,Agile,0.008,0,0
30,113,889.5,4,0.1,1,1,3,15,6.3,4,Agile,0.917,22,1
15,120,962.6,2,2.0,5,5,2,12,5.7,2,Waterfall,0.299,0,0
31,189,128.7,3,2.6,7,4,2,18,11.8,5,Waterfall,0.972,45,1
37,327,1117.7,5,3.4,3,5,4,19,9.1,4,Agile,0.85,0,0
34,105,411.3,4,3.2,4,2,4,15,22.7,4,Waterfall,0.985,42,1
31,252,1049.3,3,1.2,3,5,1,10,10.8,5,Hybrid,0.209,1,1
27,182,520.0,1,12.7,6,1,3,12,2.2,5,Agile,0.119,0,0
13,67,667.9,2,3.3,1,1,1,14,5.4,1,Agile,0.186,0,0
33,268,730.5,5,5.5,4,3,2,17,19.7,4,Agile,0.612,26,1
16,309,1008.8,2,5.6,3,4,4,6,10.7,1,Hybrid,0.19,0,0
23,223,846.6,4,1.0,4,1,4,18,10.2,5,Waterfall,0.883,40,1
14,89,511.0,3,3.0,4,2,1,17,20.5,4,Hybrid,0.828,4,1
14,82,187.2,2,6.5,5,2,4,3,4.7,1,Waterfall,0.566,0,0
8,172,767.1,4,9.8,8,1,1,7,0.0,2,Hybrid,0.353,0,0
39,200,654.7,2,3.0,2,1,1,6,5.2,5,Waterfall,0.684,0,0
8,215,310.1,2,1.2,3,1,5,13,13.9,4,Hybrid,0.947,47,1
6,111,692.2,3,2.4,6,5,1,5,10.0,2,Waterfall,0.25,8,1
38,198,608.2,4,2.9,2,5,2,7,0.0,5,Hybrid,0.231,0,0
24,129,1112.5,5,2.8,3,4,1,5,20.1,4,Agile,0.021,0,0
19,260,1414.1,4,1.9,3,4,3,3,13.3,1,Waterfall,0.743,35,1
31,297,951.3,4,1.0,6,1,3,10,15.1,2,Agile,0.984,42,1
17,249,591.2,4,1.5,4,1,5,8,15.4,5,Waterfall,0.955,42,1
7,30,634.9,2,2.4,5,2,5,11,1.6,2,Agile,0.443,13,1
30,363,404.1,2,6.4,2,5,4,6,14.4,1,Waterfall,0.348,0,0
9,37,442.7,3,8.2,2,3,3,7,19.3,4,Agile,0.092,0,0
24,365,574.6,4,4.2,2,5,1,18,21.1,5,Hybrid,0.273,1,1
39,40,545.7,4,1.5,3,2,5,17,17.8,3,Agile,0.993,47,1
38,203,301.1,1,2.6,7,2,3,7,16.1,5,Agile,0.583,41,1
16,65,1118.0,4,0.5,3,5,2,5,0.0,1,Hybrid,0.595,0,0
32,61,1192.9,2,9.9,4,3,3,20,11.9,4,Agile,0.012,0,0
26,259,1100.9,5,2.2,7,4,2,14,4.3,4,Waterfall,0.984,53,1
21,274,1212.4,4,5.1,1,4,2,11,22.3,5,Agile,0.057,0,0
8,69,1611.8,5,7.8,6,4,3,15,21.0,3,Waterfall,0.838,21,1
17,358,407.9,4,11.7,7,4,4,6,4.4,5,Agile,0.037,0,0
27,137,1578.0,3,6.9,7,5,1,10,11.6,1,Waterfall,0.578,1,1
40,136,509.5,1,2.8,1,3,5,9,14.0,1,Hybrid,0.748,4,1
3,129,822.1,2,5.6,2,2,1,15,19.2,4,Agile,0.068,0,0
30,184,264.4,5,11.4,2,3,1,5,0.0,1,Agile,0.016,0,0
35,89,477.6,2,2.2,5,2,4,11,0.0,5,Waterfall,0.881,11,1
39,172,964.2,1,1.0,3,1,1,17,12.3,1,Waterfall,0.607,40,1
19,100,841.0,2,1.9,1,2,4,5,0.0,4,Agile,0.204,0,0
7,47,504.6,3,5.4,3,3,4,4,13.3,3,Agile,0.035,0,0
13,153,634.8,4,2.9,6,3,3,17,16.7,4,Hybrid,0.823,14,1
35,255,452.8,5,3.6,5,2,3,18,21.9,4,Agile,0.975,44,1
36,286,963.0,5,6.0,6,4,5,10,7.0,3,Waterfall,0.921,0,0
27,148,1153.7,3,1.8,4,2,4,2,13.3,3,Agile,0.312,0,0
7,138,408.8,3,3.5,2,4,4,12,17.2,3,Agile,0.074,0,0
7,294,603.8,5,2.5,6,2,1,7,2.6,4,Waterfall,0.913,58,1
21,258,294.8,1,11.1,4,5,3,13,19.3,4,Agile,0.046,0,0
25,309,682.2,3,6.8,7,4,1,4,14.2,3,Waterfall,0.158,0,0
4,334,781.1,3,2.9,2,3,2,17,7.2,2,Waterfall,0.898,21,1
29,305,709.1,4,2.8,2,3,4,15,13.1,1,Waterfall,0.945,31,1
23,344,752.0,5,12.0,4,4,3,14,10.9,4,Agile,0.005,0,0
3,169,572.9,4,11.3,2,3,5,11,18.2,2,Agile,0.011,0,0
6,162,579.6,4,5.3,4,5,5,6,9.1,3,Waterfall,0.678,0,0
20,138,566.5,4,3.8,5,1,1,19,13.8,5,Agile,0.621,22,1
30,109,470.4,3,1.2,4,5,5,7,7.0,4,Agile,0.907,23,1
34,281,499.5,2,1.9,5,5,5,8,4.5,2,Agile,0.5,0,0
19,270,764.3,2,1.2,4,2,1,19,13.4,3,Waterfall,0.791,23,1
14,299,1118.6,4,8.0,6,2,2,2,4.8,2,Waterfall,0.276,0,0
39,86,372.9,4,1.3,3,5,5,4,18.4,4,Waterfall,0.92,47,1
20,195,578.5,2,2.7,2,3,1,16,16.7,1,Hybrid,0.411,0,0
14,104,333.6,5,0.6,6,4,1,8,5.9,5,Hybrid,0.795,21,1
19,330,474.7,5,0.9,4,1,3,13,13.7,5,Waterfall,0.983,59,1
3,119,514.2,4,6.2,4,3,5,13,5.8,2,Agile,0.5,0,0
14,78,659.2,2,4.8,2,4,2,17,0.0,2,Waterfall,0.148,0,0
22,221,650.4,5,3.9,3,5,4,13,7.2,3,Waterfall,0.925,15,1
37,325,601.2,2,2.8,6,3,4,10,11.6,4,Waterfall,0.712,0,0
31,337,734.7,3,0.8,9,1,1,12,16.2,4,Waterfall,0.888,71,1
32,62,391.2,5,2.5,3,3,2,16,13.2,1,Waterfall,0.987,31,1
23,139,661.9,3,3.3,1,4,4,9,19.3,4,Waterfall,0.258,0,0
7,81,852.4,2,5.9,1,5,3,5,4.2,1,Agile,0.012,0,0
17,133,388.7,1,7.7,6,5,2,11,9.0,2,Agile,0.021,0,0
40,209,238.4,2,6.3,4,4,2,20,25.2,4,Agile,0.167,0,0
4,124,959.3,4,4.8,5,1,3,4,0.0,5,Agile,0.051,0,0
36,52,339.0,4,3.8,5,3,5,5,8.4,4,Agile,0.704,34,1
29,201,463.2,2,4.4,6,3,3,20,3.4,1,Agile,0.831,18,1
13,47,840.9,1,2.3,4,3,5,17,10.4,4,Hybrid,0.457,0,0
32,106,378.8,4,4.1,1,5,4,4,8.5,1,Waterfall,0.813,28,1
34,30,928.1,1,3.3,4,5,3,6,16.8,2,Agile,0.075,0,0
4,59,430.2,1,15.2,3,2,4,15,14.0,1,Waterfall,0.017,0,0
7,176,404.1,3,4.5,2,5,3,16,1.6,5,Agile,0.043,0,0
28,315,334.4,3,0.4,6,5,4,15,7.3,2,Agile,0.674,0,0
40,290,432.2,2,2.6,6,4,5,18,12.0,3,Agile,0.917,0,0
3,63,787.9,2,3.0,0,2,4,11,17.9,4,Hybrid,0.349,0,0
28,41,463.2,2,7.0,6,4,1,18,31.5,5,Agile,0.05,0,0
8,143,961.1,2,4.9,3,3,1,13,17.6,5,Waterfall,0.211,0,0
27,249,612.9,1,4.7,3,5,5,11,3.9,1,Agile,0.105,0,0
26,280,638.7,1,9.2,4,4,5,14,11.2,2,Waterfall,0.274,0,0
6,306,398.0,2,11.4,4,5,3,10,13.4,3,Agile,0.046,0,0
28,144,1028.2,1,6.2,2,3,2,13,7.8,4,Hybrid,0.03,0,0
37,86,855.7,2,2.8,4,1,5,17,15.8,2,Agile,0.815,42,1
35,38,844.3,3,2.9,3,3,3,20,0.0,2,Agile,0.498,46,1
4,79,557.2,1,8.4,3,5,2,13,16.4,4,Waterfall,0.043,0,0
12,51,313.6,4,2.9,4,4,2,2,8.2,3,Waterfall,0.761,24,1
12,319,655.0,4,3.6,5,4,2,13,11.1,4,Hybrid,0.917,17,1
20,120,772.2,3,2.6,5,4,2,6,23.7,2,Waterfall,0.755,20,1
8,306,775.9,4,1.5,6,3,2,6,1.9,3,Waterfall,0.745,36,1
35,215,727.3,5,14.4,2,1,4,18,14.2,1,Agile,0.069,0,0
32,211,713.2,1,3.6,3,3,1,10,18.4,1,Agile,0.223,1,1
33,182,429.2,1,10.0,4,1,2,17,13.4,1,Waterfall,0.046,0,0
10,305,439.6,2,2.9,7,2,1,9,0.0,1,Waterfall,0.768,35,1
3,44,336.0,4,2.2,4,4,4,13,22.8,2,Agile,0.739,33,1
37,61,966.4,5,5.8,4,5,5,14,10.3,1,Agile,0.684,20,1
13,172,1383.2,5,7.7,2,2,4,18,7.8,1,Agile,0.735,0,0
27,162,2011.2,3,8.0,9,4,2,5,9.5,5,Waterfall,0.131,0,0
37,213,676.6,3,3.3,5,2,3,12,8.9,5,Hybrid,0.3,0,0
4,277,714.0,3,6.3,6,2,1,9,2.5,2,Waterfall,0.158,0,0
3,227,567.9,1,2.5,2,5,3,10,13.3,5,Waterfall,0.104,1,1
3,116,671.6,3,4.0,8,4,2,18,7.2,1,Hybrid,0.639,20,1
8,139,378.0,3,3.0,5,1,3,4,17.4,1,Hybrid,0.98,37,1
4,282,562.4,2,2.7,4,1,3,12,16.1,2,Waterfall,0.924,9,1
34,97,405.8,4,4.1,1,1,4,9,25.0,2,Agile,0.93,22,1
26,199,527.7,5,1.4,6,3,3,19,10.3,1,Hybrid,0.986,50,1
40,211,422.8,2,7.3,3,1,5,6,5.6,5,Waterfall,0.727,0,0
33,282,772.4,5,2.7,2,3,1,6,0.2,5,Waterfall,0.357,0,0
39,270,818.1,1,7.0,3,3,5,3,29.5,2,Agile,0.369,0,0
12,186,703.7,5,1.7,4,4,4,10,17.3,2,Hybrid,0.901,52,1
13,133,440.5,4,2.7,5,2,4,2,6.5,4,Agile,0.405,0,0
35,153,324.4,2,1.4,3,1,5,11,25.5,5,Agile,0.938,22,1
12,168,822.4,4,1.4,4,1,1,6,22.8,2,Hybrid,0.956,20,1
5,103,611.4,2,2.0,1,1,2,9,1.2,4,Waterfall,0.197,0,0
28,240,233.4,4,1.8,5,1,1,13,6.0,1,Agile,0.99,29,1
33,100,652.5,1,1.5,1,2,4,15,10.9,3,Waterfall,0.312,0,0
39,247,716.5,2,3.8,3,5,2,3,3.4,5,Agile,0.018,0,0
38,282,272.2,2,5.8,5,4,2,4,11.2,3,Agile,0.215,0,0
7,353,778.7,1,6.0,9,2,4,8,17.7,4,Waterfall,0.411,14,1
32,69,293.2,2,0.7,3,5,3,11,1.0,4,Agile,0.3,7,1
35,285,417.3,4,3.0,4,4,4,18,14.3,4,Hybrid,0.913,29,1
29,58,294.2,4,2.8,3,4,5,4,21.3,4,Agile,0.648,0,0
34,143,396.1,3,9.3,3,5,2,3,15.2,5,Waterfall,0.028,0,0
34,89,325.8,1,3.1,2,4,5,13,11.4,1,Waterfall,0.845,19,1
19,84,963.5,2,3.6,6,5,3,20,6.7,5,Agile,0.066,0,0
4,88,542.8,5,1.0,6,2,2,17,18.6,5,Agile,0.86,33,1
20,44,488.4,2,1.9,4,5,5,12,2.6,5,Agile,0.176,0,0
10,306,1006.4,1,1.0,4,1,3,2,13.9,2,Waterfall,0.489,32,1
7,50,982.1,3,4.0,4,2,1,12,12.2,3,Agile,0.285,0,0
7,163,507.3,1,9.5,5,5,2,10,21.0,2,Waterfall,0.101,1,1
29,264,697.3,2,2.0,5,1,5,10,7.3,5,Waterfall,0.967,45,1
22,362,457.1,5,3.1,3,3,3,11,8.0,3,Agile,0.849,0,0
23,316,582.5,2,1.8,3,2,3,12,2.1,2,Agile,0.519,27,1
31,76,355.0,4,2.3,2,1,4,15,15.5,4,Hybrid,0.918,56,1
23,361,745.1,3,4.1,0,2,1,5,8.6,1,Agile,0.429,0,0
26,249,1025.2,2,12.5,4,3,1,3,5.1,2,Waterfall,0.001,0,0
6,90,940.9,4,9.2,6,4,3,2,5.9,2,Hybrid,0.049,0,0
35,180,624.9,3,11.0,3,4,5,9,16.3,2,Waterfall,0.316,0,0
20,338,222.2,2,7.1,3,1,1,11,3.2,3,Hybrid,0.095,0,0
8,162,446.9,2,3.1,5,2,4,16,3.9,1,Waterfall,0.921,0,0
33,91,582.2,5,2.8,7,1,5,10,19.2,5,Hybrid,0.988,56,1
30,324,305.1,1,2.0,1,1,1,12,10.7,3,Hybrid,0.256,0,0
5,350,279.4,5,3.1,4,2,1,20,19.6,2,Hybrid,0.946,0,0
10,357,1157.6,3,9.6,3,4,5,16,9.1,1,Waterfall,0.094,0,0
3,351,889.6,5,9.5,6,2,1,15,12.0,5,Hybrid,0.163,0,0
13,323,772.1,2,15.6,2,1,4,8,13.3,5,Agile,0.002,0,0
6,182,841.6,3,4.3,2,2,4,4,23.1,3,Waterfall,0.553,0,0
29,94,331.1,4,1.2,7,3,2,19,22.4,2,Agile,0.974,29,1
22,237,389.6,2,5.5,4,2,2,12,21.2,3,Agile,0.404,1,1
40,104,677.6,2,12.6,4,5,3,3,7.0,5,Hybrid,0.001,0,0
31,188,702.6,3,10.4,3,3,3,11,4.1,2,Agile,0.041,0,0
26,250,296.3,4,2.5,5,5,5,3,18.1,4,Agile,0.674,24,1
22,348,655.1,2,1.4,4,1,3,20,23.0,5,Agile,0.912,25,1
5,127,587.3,4,1.3,2,2,5,12,21.3,4,Waterfall,0.955,0,0
5,114,926.8,4,2.1,2,1,2,16,12.1,5,Agile,0.499,29,1
26,276,704.2,1,2.4,4,1,2,10,17.8,5,Agile,0.718,0,0
3,32,1220.4,5,2.9,4,5,2,2,18.0,1,Agile,0.26,0,0
4,220,508.7,1,6.0,6,3,4,14,13.2,2,Agile,0.1,0,0
11,280,342.2,4,2.9,3,4,1,14,13.5,1,Agile,0.557,12,1
36,215,1205.0,3,3.9,4,2,5,6,12.8,3,Agile,0.212,0,0
20,159,721.5,4,0.9,7,1,4,15,5.7,3,Agile,0.867,42,1
29,308,588.9,4,2.0,1,5,5,6,6.5,1,Waterfall,0.944,27,1
18,154,396.8,4,1.9,3,4,5,15,6.4,3,Hybrid,0.698,53,1
9,268,511.5,4,0.7,7,4,1,16,0.0,1,Hybrid,0.833,18,1
17,185,498.6,5,2.8,3,3,4,4,13.1,3,Hybrid,0.86,30,1
6,38,334.7,4,0.9,1,3,3,7,11.7,2,Hybrid,0.732,29,1
32,208,189.3,5,2.6,6,3,4,5,18.1,5,Agile,0.971,53,1
9,46,493.0,3,4.1,5,4,5,15,22.1,4,Agile,0.475,0,0
17,342,851.6,2,9.7,5,2,3,6,22.6,4,Hybrid,0.027,0,0
40,232,1066.2,2,1.8,3,2,1,14,23.3,5,Waterfall,0.775,24,1
25,155,943.7,4,4.0,4,2,5,9,5.9,1,Hybrid,0.936,9,1
20,193,969.5,3,2.2,7,3,3,3,0.5,2,Waterfall,0.506,13,1
23,238,354.3,1,0.8,3,5,3,18,19.4,4,Hybrid,0.669,20,1
32,117,683.6,2,9.7,2,5,3,15,23.1,4,Agile,0.005,0,0
12,126,774.9,5,4.3,3,3,5,6,24.4,1,Hybrid,0.751,37,1
27,170,798.1,4,5.3,4,2,3,18,15.9,2,Agile,0.926,15,1
36,116,582.7,4,10.8,3,5,2,15,0.0,2,Agile,0.031,0,0
24,284,644.7,1,2.6,3,2,4,17,14.9,1,Hybrid,0.769,18,1
19,64,1430.2,1,1.2,3,2,4,5,16.4,4,Agile,0.327,0,0
8,307,930.7,2,1.8,4,5,1,2,22.0,1,Waterfall,0.6,1,1
12,147,761.9,5,1.1,7,2,3,3,23.4,5,Waterfall,0.919,54,1
38,218,828.0,3,8.0,7,3,4,12,19.3,3,Agile,0.29,0,0
23,83,482.1,4,12.9,3,5,5,16,7.3,4,Agile,0.031,0,0
14,159,807.8,3,4.1,5,2,2,19,3.8,3,Agile,0.098,0,0
18,283,640.7,3,6.1,1,4,3,20,16.3,5,Waterfall,0.367,4,1
24,120,887.0,4,7.3,3,1,5,13,5.7,2,Waterfall,0.31,0,0
23,74,429.1,5,11.3,0,5,3,13,23.8,3,Hybrid,0.033,0,0
29,205,853.6,3,12.6,2,3,3,7,0.0,1,Agile,0.002,0,0
12,84,514.9,3,0.6,0,4,1,2,16.5,5,Waterfall,0.092,0,0
27,135,855.4,5,2.3,6,3,1,5,14.6,3,Waterfall,0.967,19,1
19,181,685.6,2,3.7,7,3,4,3,10.3,1,Waterfall,0.93,31,1
38,219,618.6,5,2.0,2,3,5,15,4.6,5,Hybrid,0.971,36,1
9,244,528.3,3,3.0,3,1,4,11,0.0,5,Agile,0.174,0,0
8,257,590.1,5,5.1,7,2,4,16,7.7,1,Agile,0.807,34,1
20,313,493.5,3,5.0,0,2,4,4,7.9,5,Agile,0.195,0,0
22,52,523.1,4,7.1,4,2,2,19,20.9,4,Hybrid,0.602,14,1
29,151,752.4,2,3.8,3,2,3,15,5.7,2,Waterfall,0.457,21,1
18,30,252.4,4,0.3,7,4,2,19,15.6,4,Waterfall,0.954,51,1
37,33,850.0,2,2.8,4,5,2,14,1.7,4,Agile,0.037,0,0
21,101,856.6,4,4.7,7,5,3,8,15.8,3,Hybrid,0.849,0,0
7,230,535.9,4,7.5,1,5,4,13,0.0,4,Agile,0.023,1,1
7,330,652.6,3,6.8,2,4,5,13,28.8,1,Agile,0.295,13,1
39,289,376.4,3,3.4,3,3,2,5,10.9,5,Hybrid,0.543,0,0
8,247,729.8,2,2.1,5,4,2,3,0.0,5,Waterfall,0.417,7,1
39,291,399.5,4,3.5,1,1,1,14,6.3,2,Agile,0.495,36,1
13,87,131.6,3,0.7,1,5,5,3,5.0,3,Agile,0.844,12,1
6,312,1047.0,3,2.3,6,3,4,3,6.8,2,Hybrid,0.439,48,1
14,329,356.0,1,8.4,6,1,2,3,9.1,2,Waterfall,0.565,0,0
26,61,584.1,1,3.5,4,3,5,13,6.7,2,Agile,0.11,0,0
19,187,664.3,1,4.9,2,2,4,19,5.5,5,Hybrid,0.115,0,0
32,308,751.6,5,1.0,4,2,3,11,2.7,4,Agile,0.981,40,1
26,189,608.7,5,7.4,3,1,2,4,18.6,5,Agile,0.374,0,0
18,312,691.7,1,3.3,4,1,3,11,21.6,4,Waterfall,0.709,26,1
27,344,529.9,1,4.7,8,2,1,11,10.0,4,Waterfall,0.339,0,0
39,189,275.5,4,5.5,1,2,1,13,11.9,1,Agile,0.355,0,0
18,49,597.6,3,7.3,4,5,5,10,3.0,5,Waterfall,0.335,0,0
8,144,799.8,2,4.2,4,2,2,12,12.6,4,Hybrid,0.271,0,0
18,102,366.8,4,3.4,3,2,1,8,13.8,1,Agile,0.835,15,1
34,189,667.5,2,1.3,5,5,5,19,10.2,1,Hybrid,0.932,43,1
11,226,1335.2,1,0.9,2,5,5,12,15.2,4,Waterfall,0.343,0,0
39,185,579.2,2,4.2,2,1,5,7,14.5,2,Waterfall,0.935,0,0
25,95,593.3,5,4.8,2,1,1,2,3.6,2,Agile,0.486,2,1
25,131,264.2,4,5.3,4,1,5,14,21.5,2,Waterfall,0.968,60,1
15,258,345.7,1,1.8,2,3,2,9,10.3,5,Waterfall,0.117,0,0
37,39,401.7,3,2.3,2,3,1,6,25.4,2,Agile,0.773,16,1
4,101,785.3,5,4.1,4,2,5,11,15.4,2,Waterfall,0.937,53,1
14,329,379.1,5,2.6,7,1,2,11,27.8,2,Waterfall,0.987,70,1
18,63,220.3,4,16.4,5,2,4,17,21.4,1,Waterfall,0.4,0,0
21,169,722.7,1,2.3,5,4,1,12,13.8,1,Hybrid,0.406,0,0
21,99,419.6,2,5.0,4,2,1,15,6.2,3,Waterfall,0.473,0,0
8,65,269.4,2,6.6,4,1,5,14,6.4,1,Agile,0.735,23,1
11,172,830.1,1,6.9,2,4,3,18,16.3,4,Agile,0.026,0,0
6,205,501.3,1,2.6,3,4,5,2,13.1,3,Agile,0.196,1,1
24,89,754.2,2,5.5,5,3,1,9,7.3,3,Agile,0.054,0,0
16,56,264.8,3,5.0,1,5,5,15,18.7,2,Waterfall,0.923,26,1
24,75,179.7,2,5.7,3,5,5,4,12.3,4,Waterfall,0.212,0,0
25,248,638.0,3,4.1,2,1,5,10,18.7,3,Agile,0.84,24,1
29,319,339.6,2,6.7,3,5,1,9,4.2,1,Hybrid,0.127,0,0
23,90,633.7,1,4.4,4,1,1,17,20.0,3,Agile,0.246,5,1
27,137,640.2,5,1.1,5,3,3,20,16.0,1,Agile,0.992,56,1
25,145,602.3,3,4.3,6,5,1,4,21.6,3,Hybrid,0.272,10,1
27,151,965.8,2,4.7,0,5,1,6,19.8,3,Agile,0.023,0,0
26,112,1869.1,5,6.3,11,1,5,16,11.3,3,Agile,0.943,32,1
15,48,716.8,5,4.2,0,1,4,5,10.7,2,Agile,0.375,0,0
12,206,1334.5,5,11.5,3,2,5,11,26.3,3,Hybrid,0.358,0,0
32,150,255.8,1,3.4,8,2,5,19,9.7,4,Agile,0.943,41,1
16,144,507.8,4,2.4,4,2,1,20,18.0,5,Agile,0.511,0,0
23,118,308.3,5,9.2,3,3,5,20,8.9,5,Agile,0.541,0,0
10,342,433.3,5,3.4,2,2,1,4,0.0,1,Agile,0.416,0,0
19,235,522.4,2,3.9,1,3,2,4,2.2,4,Hybrid,0.107,0,0
23,170,1388.4,5,4.7,6,5,2,5,15.2,1,Hybrid,0.433,0,0
26,99,618.6,3,4.4,4,3,2,16,17.6,3,Agile,0.564,22,1
23,299,982.8,3,5.7,3,2,4,5,15.3,4,Waterfall,0.297,11,1
16,328,487.6,3,6.1,2,3,1,10,21.2,3,Agile,0.223,0,0
39,40,459.4,4,2.3,1,4,5,17,15.1,5,Waterfall,0.921,30,1
22,342,259.4,1,1.4,1,5,5,11,5.8,5,Agile,0.225,0,0
33,265,1367.0,3,1.5,11,5,4,19,16.8,5,Waterfall,0.991,31,1
30,63,1135.8,5,8.5,2,2,1,11,13.4,4,Hybrid,0.036,0,0
24,283,670.7,3,3.2,1,5,3,9,7.4,4,Hybrid,0.066,0,0
